01,01,22
01,02,23
01,03,24
01,04,25
01,05,26
01,06,00
01,07,01
01,08,02
01,09,03
01,10,04
01,11,05
01,12,06
01,13,07
01,14,08
01,15,09
01,16,10
01,17,11
01,18,12
01,19,13
01,20,14
01,21,15
01,22,16
01,23,17
01,24,18
01,25,19
01,26,20
01,27,21
01,28,22
01,29,23
01,30,24
02,01,24
02,02,25
02,03,26
02,04,00
02,05,01
02,06,02
02,07,03
02,08,04
02,09,05
02,10,06
02,11,07
02,12,08
02,13,09
02,14,10
02,15,11
02,16,12
02,17,13
02,18,14
02,19,15
02,20,16
02,21,17
02,22,18
02,23,19
02,24,20
02,25,21
02,26,22
02,27,23
02,28,24
02,29,25
02,30,26
03,01,26
03,02,00
03,03,01
03,04,02
03,05,03
03,06,04
03,07,05
03,08,06
03,09,07
03,10,08
03,11,09
03,12,10
03,13,11
03,14,12
03,15,13
03,16,14
03,17,15
03,18,16
03,19,17
03,20,18
03,21,19
03,22,20
03,23,21
03,24,22
03,25,23
03,26,24
03,27,25
03,28,26
03,29,00
03,30,01
04,01,01
04,02,02
04,03,03
04,04,04
04,05,05
04,06,06
04,07,07
04,08,08
04,09,09
04,10,10
04,11,11
04,12,12
04,13,13
04,14,14
04,15,15
04,16,16
04,17,17
04,18,18
04,19,19
04,20,20
04,21,21
04,22,22
04,23,23
04,24,24
04,25,25
04,26,26
04,27,00
04,28,01
04,29,02
04,30,03
05,01,03
05,02,04
05,03,05
05,04,06
05,05,07
05,06,08
05,07,09
05,08,10
05,09,11
05,10,12
05,11,13
05,12,14
05,13,15
05,14,16
05,15,17
05,16,18
05,17,19
05,18,20
05,19,21
05,20,22
05,21,23
05,22,24
05,23,25
05,24,26
05,25,00
05,26,01
05,27,02
05,28,03
05,29,04
05,30,05
06,01,05
06,02,06
06,03,07
06,04,08
06,05,09
06,06,10
06,07,11
06,08,12
06,09,13
06,10,14
06,11,15
06,12,16
06,13,17
06,14,18
06,15,19
06,16,20
06,17,21
06,18,22
06,19,23
06,20,24
06,21,25
06,22,26
06,23,00
06,24,01
06,25,02
06,26,03
06,27,04
06,28,05
06,29,06
06,30,07
07,01,08
07,02,09
07,03,10
07,04,11
07,05,12
07,06,13
07,07,14
07,08,15
07,09,16
07,10,17
07,11,18
07,12,19
07,13,20
07,14,21
07,15,22
07,16,23
07,17,24
07,18,25
07,19,26
07,20,00
07,21,01
07,22,02
07,23,03
07,24,04
07,25,05
07,26,06
07,27,07
07,28,08
07,29,09
07,30,10
08,01,11
08,02,12
08,03,13
08,04,14
08,05,15
08,06,16
08,07,17
08,08,18
08,09,19
08,10,20
08,11,21
08,12,22
08,13,23
08,14,24
08,15,25
08,16,26
08,17,00
08,18,01
08,19,02
08,20,03
08,21,04
08,22,05
08,23,06
08,24,07
08,25,08
08,26,09
08,27,10
08,28,11
08,29,12
08,30,13
09,01,13
09,02,14
09,03,15
09,04,16
09,05,17
09,06,18
09,07,19
09,08,20
09,09,21
09,10,22
09,11,23
09,12,24
09,13,25
09,14,26
09,15,00
09,16,01
09,17,02
09,18,03
09,19,04
09,20,05
09,21,06
09,22,07
09,23,08
09,24,09
09,25,10
09,26,11
09,27,12
09,28,13
09,29,14
09,30,15
10,01,15
10,02,16
10,03,17
10,04,18
10,05,19
10,06,20
10,07,21
10,08,22
10,09,23
10,10,24
10,11,25
10,12,26
10,13,00
10,14,01
10,15,02
10,16,03
10,17,04
10,18,05
10,19,06
10,20,07
10,21,08
10,22,09
10,23,10
10,24,11
10,25,12
10,26,13
10,27,14
10,28,15
10,29,16
10,30,17
11,01,18
11,02,19
11,03,20
11,04,21
11,05,22
11,06,23
11,07,24
11,08,25
11,09,26
11,10,00
11,11,01
11,12,02
11,13,03
11,14,04
11,15,05
11,16,06
11,17,07
11,18,08
11,19,09
11,20,10
11,21,11
11,22,12
11,23,13
11,24,14
11,25,15
11,26,16
11,27,17
11,28,18
11,29,19
11,30,20
12,01,20
12,02,21
12,03,22
12,04,23
12,05,24
12,06,25
12,07,26
12,08,00
12,09,01
12,10,02
12,11,03
12,12,04
12,13,05
12,14,06
12,15,07
12,16,08
12,17,09
12,18,10
12,19,11
12,20,12
12,21,13
12,22,14
12,23,15
12,24,16
12,25,17
12,26,18
12,27,19
12,28,20
12,29,21
12,30,22
